Category,Account Number,Account Name,Description
77Annen kostnad,7710,Generalforsamling,7710 - GeneralforsamlingKostnader knyttet til gjennomføring av generalforsamling.
77Annen kostnad,7730,Kostnader ved egne aksjer,7730 - Kostnader ved egne aksjerKostnader tilknyttet egne aksjer.
77Annen kostnad,7740,Øredifferanser,7740 - Øredifferanser
77Annen kostnad,7750,Eiendoms- og festeavgifter,7750 - Eiendoms- og festeavgifterEiendomsskatt og festeavgifter kan føres her.
77Annen kostnad,7770,Bank og kortgebyrer,"7770 - Bank og kortgebyrerDenne kontoen er mye brukt for å føre inn kostnader rundt bank- og/eller kortgebyrer.Eksempler:Transaksjonskostnader, årsavgift eller gebyr fra leverandører som DNB, Vipps og Zettle."
77Annen kostnad,7790,"Annen kostnad, fradragsberettiget","7790 - Annen kostnad, fradragsberettigetDenne kontoen benyttes for kostnader bedriften har som kan trekkes fra på skatten, hvor det ikke er naturlig å føre på annen konto på 77xx serien.Eksempler:Munnbind, bevilling, skjenkebevilling, salær, HMS-kort, tvangsmulkt, tinglysing, førstehjelpsutstyr, hjertestarter, inkasso, inkassosalær, fakturagebyr, forsinkelsesgebyr, forsinkelsesrente, purregebyr."
77Annen kostnad,7791,"Annen kostnad, ikke fradragsberettiget","7791 - Annen kostnad, ikke fradragsberettigetDenne kontoen benyttes for kostnader bedriften har som ikke skal trekkes av på skatten, hvor det ikke er naturlig å føre på annen konto på 77xx serien."
78Tap o.l.,7800,Tap ved salg av anleggsmidler,7800 - Tap ved salg av anleggsmidlerVed salg av anleggsmiddel med tap føres tapet mot denne kontoen. Dette gjelder bare anleggsmidler som er balanseført.
78Tap o.l.,7820,Innkommet tidligere nedskrevne fordringer,"7820 - Innkommet tidligere nedskrevne fordringerNår du har en fordring du allerede har nedskrevet (slettet) kan det fremdeles forekomme innbetalinger, og da kan du benytte denne kontoen.Når du skal føre inn denne inntekten og det opprinnelige salget var med mva, er det viktig at du benytter deg av en inngående mva-kode med samme mva-sats som det opprinnelige salget."
78Tap o.l.,7830,Konstaterte tap på fordringer,"7830 - Konstaterte tap på fordringerDenne kontoen benyttes for å tapsføre kundefordringer hvor man ikke får betaling. For at man skal kunne tapsføre en fordring for å få tilbake mva må du ha gjort følgende: Sendt tre purringer, sendt fordring til inkasso eller kunden er slått konkurs."
78Tap o.l.,7860,Tap på kontrakter,7860 - Tap på kontrakterTap på kontrakter.
79Periodiseringskonto,7900,Beholdningsendringer,7900 - BeholdningsendringerBeholdningsendring for anlegg under utførelse.
80Finansinntekt,8000,Inntekt på investering i datterselskap,8000 - Inntekt på investering i datterselskapResultatført inntekt fra investeringer i datterselskap.
80Finansinntekt,8010,"Inntekt på investering i annet foretak, samme konsern","8010 - Inntekt på investering i annet foretak, samme konsernResultatført inntekt fra investeringer i andre foretak i samme konsern."
80Finansinntekt,8020,Inntekt på investering i tilknyttet selskap,8020 - Inntekt på investering i tilknyttet selskapResultatført inntekt fra investeringer i tilknyttede selskaper.
80Finansinntekt,8030,Renteinntekter på foretak i samme konsern,8030 - Renteinntekter på foretak i samme konsernRenteinntekt på lån og gjeld til foretak i samme konsern føres her.
80Finansinntekt,8040,Renteinntekt tilbakebetalt skatt skattefri,"8040 - Renteinntekt tilbakebetalt skatt skattefriRentegodtgjørelse ved tilbakebetaling av skatt er skattefri. Petroleumsskatt er et unntak fra denne reglen.Eksempler:Skatteetaten, skatteoppgjør."
80Finansinntekt,8050,Annen renteinntekt,8050 - Annen renteinntektAnnen renteinntekt som ikke passer inn i andre 80xx-kontoer.
80Finansinntekt,8060,Valutagevinst (Agio),8060 - Valutagevinst (Agio)Når man har transaksjoner i valuta kan man ofte få en gevinst basert på valutasvingninger. Dette kommer som regel av endringer i valutakursen mellom fakturaen og når du betaler fakturaen.
80Finansinntekt,8070,Annen finansinntekt,8070 - Annen finansinntektHer kan finansinntekt som ikke er er naturlig å føre mot noen andre kontoer på 80xx-serien.Eksempelvis kan dette være kundeutbytte fra Gjensidige dersom du er forsikringskunde.
80Finansinntekt,8071,Aksjeutbytte fra norske foretak,8071 - Aksjeutbytte fra norske foretakAksjeutbytte fra selskaper du ikke har direkte tilknytning til (Gjelder da ikke utbytte fra eks. datterselskap).
81Finanskostnad,8130,Rentekostnader foretak i s/konsern,8130 - Rentekostnader foretak i s/konsernHer føres rentekostnader på lån/gjeld til selskap i samme konsern.
81Finanskostnad,8140,Rentekostnad på fastsatt skatt ikke fradragsberettiget,"8140 - Rentekostnad på fastsatt skatt ikke fradragsberettigetRentekostnad på fastsatt skatt som man ikke får fradrag for på skatten.Eksempelvis føres renter som oppstår ved sen betaling av restskatt her.Eksempler:Forsinkelsesrente, Skatteetaten, skatteoppgjør."
81Finanskostnad,8150,Rentekostnader kredittinstitusjoner,8150 - Rentekostnader kredittinstitusjonerRenter på kredittkort og lignende føres her.Eksempler:forsinkelsesrente
81Finanskostnad,8160,Valutatap (Disagio),"8160 - Valutatap (Disagio)Denne kontoen brukes til føring av differanse mellom bokført valuta i fakturaen og betalt valuta.Eksempler:Valuta, agio, disagio, tap, valutakurs, valutatap, kurs."
81Finanskostnad,8170,Annen finanskostnad,8170 - Annen finanskostnadAndre bank-/ finanskostnader.PS: husk at bankkostnader kan føres på konto7770.
83Skattekostnad på ordinært resultat,8300,Betalbar skatt,"8300 - Betalbar skattBetalbar skatt blir beregnet ut fra det skattemessige resultatet, og er den skatten selskapet forventer at de skal betale inn til staten neste regnskapsår.Eksempler:Skattekostnad, skatteoppgjør.Hva er betalbar skatt?"
83Skattekostnad på ordinært resultat,8320,Endring i utsatt skatt/skattefordel,"8320 - Endring i utsatt skatt/skattefordelHer bokføres endringen av utsatt skatt eller skattefordel.Les mer:Hvorfor beregnes utsatt skatt?Det kan oppstå forskjell mellom de regnskapsmessige og skattemessige verdiene når det brukes forskjellige metoder til avskrivninger. Dermed oppstår det midlertidige forskjeller som gir utslag i skattefradraget. Hvis det er en negativ midlertidig forskjell, blir det utsatt skattefordel istedenfor."
84Ekstraordinær inntekt,8490,Ekstraordinær inntekt,8490 - Ekstraordinær inntektHer kan du føre inntekter som ikke er planlagt.
85Ekstraordinær kostnad,8590,Annen ekstraordinær kostnad,8590 - Annen ekstraordinær kostnadHer kan du føre kostnader som ikke er planlagt.
86Skattekostnad på ekstraordinært resultat,8600,Betalbar skatt (Ekstraordinært resultat),8600 - Betalbar skatt (Ekstraordinært resultat)Her føres blant annet betalbar skatt på det ekstraordinære resultatet.
86Skattekostnad på ekstraordinært resultat,8620,Endring utsatt skatt/skattefordel (Ekstraordinært resultat),"8620 - Endring utsatt skatt/skattefordel (Ekstraordinært resultat)Her føres endring i utsatt skatt, hvis selskapet tar ut ekstra ordinært resultat."
88Årsresultat,8800,Årsresultat,8800 - ÅrsresultatÅrsresultatet føres på denne kontoen når du foretar årsavslutning.Les mer om årsoppgjør i Tripletex.
89Overføringer og disponeringer,8910,Overføringer felleseid andelskapital for samvirkeforetak,8910 - Overføringer felleseid andelskapital for samvirkeforetakOverføringer felleseid andelskapital for samvirkeforetak.
89Overføringer og disponeringer,8920,Avsatt ordinært utbytte,8920 - Avsatt ordinært utbytteØnsker styret å utbetale utbytte benyttes denne kontoen som motkonto til konto2800. Når beløpet står på konto2800fremkommer det som en kortsiktig gjeld i regnskapet inntil det utbetales.
89Overføringer og disponeringer,8960,Overføringer annen egenkapital,"8960 - Overføringer annen egenkapitalDenne kontoen benyttes ved årsavslutning. Når man disponerer resultatet over til annen egenkapital2050, med unntak av eventuell beregnet skatt og avsatt utbytte."
89Overføringer og disponeringer,8990,Udekket tap (Res),"8990 - Udekket tap (Res)På slutten av et regnskapsår gjennomfører man en årsavslutning. Noen ganger går man med underskudd, det er da med på å redusere egenkapitalen til bedriften (konto 2050).<"
